rank,intersection_id,street_names,neighbourhood,collision_count,collision_data_available,safety_score,metric,value,source,methodology_note
114,CNV-INT-0313,MAHON AVE / W KEITH RD,Lower Lonsdale,7.0,True,41.98,collision_count,7.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
115,CNV-INT-0204,E 18TH ST / ST. GEORGES AVE,Central Lonsdale,7.0,True,41.98,collision_count,7.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
116,CNV-INT-0119,E 11TH ST / ST. GEORGES AVE,Central Lonsdale,7.0,True,41.98,collision_count,7.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
117,CNV-INT-0378,MAHON AVE / W 13TH ST,Central Lonsdale,7.0,True,41.98,collision_count,7.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
118,CNV-INT-0396,CHESTERFIELD AVE / W 20TH ST,Central Lonsdale,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
119,CNV-INT-0193,E 16TH ST / ST. GEORGES AVE,Central Lonsdale,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
120,CNV-INT-0029,E 4TH ST / QUEENSBURY AVE,Moodyville,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
121,CNV-INT-0355,BEWICKE AVE / W 14TH ST,Marine-Hamilton,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
122,CNV-INT-0448,W 20TH ST / WESTVIEW DR,Mahon,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
123,CNV-INT-0357,BEWICKE AVE / W 15TH ST,Marine-Hamilton,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
124,CNV-INT-0016,BROOKSBANK AVE / E 4TH ST,Moodyville,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
125,CNV-INT-0391,MAHON AVE / W 15TH ST,Central Lonsdale,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
126,CNV-INT-0203,E 17TH ST / ST. ANDREWS AVE,Central Lonsdale,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
127,CNV-INT-0354,DELBRUCK AVE / W KEITH RD,Marine-Hamilton,6.0,True,46.37,collision_count,6.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
128,CNV-INT-0306,W 12TH ST / W 8TH ST,Central Lonsdale,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
129,CNV-INT-0318,FELL AVE / HARBOURSIDE DR,Marine-Hamilton,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
130,CNV-INT-0414,MAHON AVE / W 23RD ST,Mahon,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
131,CNV-INT-0293,CHESTERFIELD AVE / W 5TH ST,Lower Lonsdale,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
132,CNV-INT-0280,E 4TH ST / ST. GEORGES AVE,Lower Lonsdale,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
133,CNV-INT-0499,LARSON RD / W 28TH ST,Westview,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
134,CNV-INT-0183,E 13TH ST / MOODY AVE,Grand Boulevard,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
135,CNV-INT-0201,E 17TH ST / EASTERN AVE,Central Lonsdale,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
136,CNV-INT-0196,E 15TH ST / RIDGEWAY AVE,Central Lonsdale,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
137,CNV-INT-0083,E 4TH ST / ST. ANDREWS AVE,Lower Lonsdale,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
138,CNV-INT-0181,E 13TH ST / RIDGEWAY AVE,Central Lonsdale,5.0,True,50.38,collision_count,5.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
139,CNV-INT-0419,LARSON RD / W 23RD ST,Mahon,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
140,CNV-INT-0205,E 18TH ST / ST. ANDREWS AVE,Central Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
141,CNV-INT-0465,W 21ST ST / WESTVIEW DR,Mahon,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
142,CNV-INT-0316,HARBOURSIDE DR / HARBOURSIDE PL,Marine-Hamilton,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
143,CNV-INT-0076,E 3RD ST / ST. PATRICKS AVE,Lower Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
144,CNV-INT-0268,CARRIE CATES CRT / LONSDALE AVE,Lower Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
145,CNV-INT-0291,MAHON AVE / W 2ND ST,Lower Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
146,CNV-INT-0180,E 12TH ST / RIDGEWAY AVE,Central Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
147,CNV-INT-0028,E 4TH ST / MOODY AVE,Moodyville,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
148,CNV-INT-0075,E 1ST ST / ST. ANDREWS AVE,Lower Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
149,CNV-INT-0350,DONAGHY AVE / W 3RD ST,Marine-Hamilton,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
150,CNV-INT-0007,COTTON RD / E 3RD ST / LOW LEVEL RD,Moodyville,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
151,CNV-INT-0368,JONES AVE / W 15TH ST,Mahon,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
152,CNV-INT-0123,E 12TH ST / ST. ANDREWS AVE,Central Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
153,CNV-INT-0038,E 5TH ST / HENDRY AVE,Moodyville,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
154,CNV-INT-0397,JONES AVE / W 17TH ST,Mahon,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
155,CNV-INT-0393,MAHON AVE / W 17TH ST,Central Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
156,CNV-INT-0216,E 22ND ST / ST. GEORGES AVE,Central Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
157,CNV-INT-0044,ADDERLEY ST / E 7TH ST / HENDRY AVE,Moodyville,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
158,CNV-INT-0275,CHADWICK CRT / CHESTERFIELD PL,Lower Lonsdale,4.0,True,56.3,collision_count,4.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
159,CNV-INT-0487,JONES AVE / W 28TH ST,Westview,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
160,CNV-INT-0074,E 2ND ST / ST. PATRICKS AVE,Lower Lonsdale,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
161,CNV-INT-0377,W 13TH ST / W 8TH ST,Central Lonsdale,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
162,CNV-INT-0400,MAHON AVE / W 19TH ST,Mahon,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
163,CNV-INT-0432,MACKAY AVE / W 17TH ST,Marine-Hamilton,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
164,CNV-INT-0161,E 19TH ST / RIDGEWAY AVE,Grand Boulevard,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
165,CNV-INT-0381,MAHON AVE / W 14TH ST,Central Lonsdale,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
166,CNV-INT-0430,FELL AVE / TOBRUCK AVE,Marine-Hamilton,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
167,CNV-INT-0089,E KEITH RD / ST. DAVIDS AVE,Central Lonsdale,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
168,CNV-INT-0404,MAHON AVE / W 21ST ST,Mahon,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
169,CNV-INT-0459,FELL AVE / W 21ST ST,Marine-Hamilton,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
170,CNV-INT-0152,E 19TH ST / SUTHERLAND AVE,Grand Boulevard,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
171,CNV-INT-0356,FORBES AVE / W 14TH ST,Mahon,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
172,CNV-INT-0084,E 5TH ST / ST. ANDREWS AVE,Lower Lonsdale,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
173,CNV-INT-0410,W 23RD ST / WESTERN AVE,Central Lonsdale,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
174,CNV-INT-0149,E 18TH ST / SUTHERLAND AVE,Grand Boulevard,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
175,CNV-INT-0032,E 5TH ST / QUEENSBURY AVE,Moodyville,3.0,True,63.36,collision_count,3.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
176,CNV-INT-0403,JONES AVE / W 20TH ST,Mahon,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
177,CNV-INT-0138,E 16TH ST / SUTHERLAND AVE,Grand Boulevard,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
178,CNV-INT-0117,E 10TH ST / ST. GEORGES AVE,Central Lonsdale,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
179,CNV-INT-0072,E 1ST ST / ST. PATRICKS AVE,Lower Lonsdale,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
180,CNV-INT-0375,W 13TH ST / W KEITH RD,Lower Lonsdale,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
181,CNV-INT-0120,E 11TH ST / ST. ANDREWS AVE,Central Lonsdale,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
182,CNV-INT-0399,JONES AVE / W 18TH ST,Mahon,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
183,CNV-INT-0398,MAHON AVE / W 18TH ST,Mahon,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
184,CNV-INT-0019,E 4TH ST / HENDRY AVE,Moodyville,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
185,CNV-INT-0098,E 9TH ST / RIDGEWAY AVE,Central Lonsdale,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
186,CNV-INT-0364,MARINE DR / W 15TH ST,Marine-Hamilton,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
187,CNV-INT-0392,MAHON AVE / W 16TH ST,Central Lonsdale,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
188,CNV-INT-0111,E 10TH ST / MOODY AVE,Grand Boulevard,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
189,CNV-INT-0401,JONES AVE / W 19TH ST,Mahon,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
190,CNV-INT-0439,FELL AVE / W 17TH ST,Marine-Hamilton,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
191,CNV-INT-0362,MOSQUITO CREEK LANE / W 14TH ST,Marine-Hamilton,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
192,CNV-INT-0310,MAHON AVE / W 6TH ST,Lower Lonsdale,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
193,CNV-INT-0498,WESTVIEW DR / WESTVIEW PL,Westview,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
194,CNV-INT-0251,E 26TH ST / ST. GEORGES AVE,Tempe,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
195,CNV-INT-0249,E 25TH ST / ST. GEORGES AVE,Tempe,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
196,CNV-INT-0245,E 26TH ST / ST. ANDREWS AVE,Tempe,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
197,CNV-INT-0220,E 23RD ST / ST. ANDREWS AVE,Grand Boulevard,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
198,CNV-INT-0035,E 6TH ST / QUEENSBURY AVE,Moodyville,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
199,CNV-INT-0030,E 4TH ST / RIDGEWAY AVE,Moodyville,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
200,CNV-INT-0431,HAMILTON AVE / TOBRUCK AVE,Marine-Hamilton,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
201,CNV-INT-0297,SEMISCH AVE / W 3RD ST,Lower Lonsdale,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
202,CNV-INT-0015,E 4TH ST / GLADSTONE AVE,Moodyville,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
203,CNV-INT-0158,E 18TH ST / RIDGEWAY AVE,Grand Boulevard,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
204,CNV-INT-0172,E 23RD ST / GRAND BLVD,Grand Boulevard,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
205,CNV-INT-0175,E 22ND ST / RIDGEWAY AVE,Grand Boulevard,2.0,True,72.33,collision_count,2.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
206,CNV-INT-0455,NEILSON AVE / W 19TH ST,Marine-Hamilton,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
207,CNV-INT-0068,E 2ND ST / ST. DAVIDS AVE,Moodyville,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
208,CNV-INT-0060,E 9TH ST / SUTHERLAND AVE,,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
209,CNV-INT-0495,LARSON RD / W 27TH ST,Westview,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
210,CNV-INT-0494,LARSON RD / W 26TH ST,Westview,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
211,CNV-INT-0485,JONES AVE / W 27TH ST,Westview,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
212,CNV-INT-0085,E 6TH ST / ST. ANDREWS AVE,Lower Lonsdale,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
213,CNV-INT-0452,LARSON RD / W 21ST ST,Mahon,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
214,CNV-INT-0047,E 5TH ST / RIDGEWAY AVE,Moodyville,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
215,CNV-INT-0442,MACKAY AVE / W KEITH RD,Marine-Hamilton,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
216,CNV-INT-0443,FELL AVE / W 19TH ST,Marine-Hamilton,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
217,CNV-INT-0480,W 26TH ST / WESTERN AVE,Central Lonsdale,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
218,CNV-INT-0478,JONES AVE / W 26TH ST,Westview,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
219,CNV-INT-0058,E 8TH ST / SUTHERLAND AVE,,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
220,CNV-INT-0049,E 6TH ST / RIDGEWAY AVE,Moodyville,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
221,CNV-INT-0052,E 7TH ST / RIDGEWAY AVE,Moodyville,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
222,CNV-INT-0456,FELL AVE / W 20TH ST,Marine-Hamilton,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
223,CNV-INT-0482,CHESTERFIELD AVE / W 27TH ST,Central Lonsdale,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
224,CNV-INT-0129,E 15TH ST / WILLIAM AVE,Grand Boulevard,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
225,CNV-INT-0096,E 8TH ST / RIDGEWAY AVE,Central Lonsdale,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
226,CNV-INT-0211,E 20TH ST / ST. ANDREWS AVE,Central Lonsdale,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
227,CNV-INT-0184,E 14TH ST / MOODY AVE,Grand Boulevard,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
228,CNV-INT-0185,E 14TH ST / RIDGEWAY AVE,Central Lonsdale,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
229,CNV-INT-0314,FELL AVE / HARBOURSIDE PL,Marine-Hamilton,1.0,True,88.93,collision_count,1.0,Derived; see DATA_SOURCES.md for each contributing layer,"ICBC crash counts name-matched to CNV intersections. Intersections without a match are unknown, not zero."
