rank,intersection_id,street_names,neighbourhood,road_classes,road_class_weight,nearest_traffic_volume,traffic_volume_available,signalised,full_signal,road_hierarchy_score,metric,value,source,methodology_note
118,CNV-INT-0010,E 3RD ST,Moodyville,Major,0.85,,False,False,True,87.48,road_hierarchy_score,87.48,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
119,CNV-INT-0008,COTTON RD / E 3RD ST / LOW LEVEL RD,Moodyville,Major,0.85,,False,True,True,87.48,road_hierarchy_score,87.48,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
120,CNV-INT-0009,COTTON RD / E 3RD ST,Moodyville,Major,0.85,,False,False,True,87.48,road_hierarchy_score,87.48,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
121,CNV-INT-0367,JONES AVE / W 14TH ST,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
122,CNV-INT-0390,CHESTERFIELD AVE / W 17TH ST,Central Lonsdale,Minor / collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
123,CNV-INT-0186,E 15TH ST / MOODY AVE,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
124,CNV-INT-0368,JONES AVE / W 15TH ST,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
125,CNV-INT-0401,JONES AVE / W 19TH ST,Mahon,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
126,CNV-INT-0370,JONES AVE / W 16TH ST,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
127,CNV-INT-0386,CHESTERFIELD AVE / W 15TH ST,Central Lonsdale,Minor / collector,0.6,,False,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
128,CNV-INT-0166,UPPER LEVELS RAMP,Grand Boulevard,collector / local / ramp,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
129,CNV-INT-0399,JONES AVE / W 18TH ST,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
130,CNV-INT-0176,E 23RD ST / RIDGEWAY AVE,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
131,CNV-INT-0391,MAHON AVE / W 15TH ST,Central Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
132,CNV-INT-0393,MAHON AVE / W 17TH ST,Central Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
133,CNV-INT-0233,TEMPE GLEN DR / TEMPE KNOLL DR,Tempe,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
134,CNV-INT-0172,E 23RD ST / GRAND BLVD,Grand Boulevard,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
135,CNV-INT-0395,CHESTERFIELD AVE / W 19TH ST,Central Lonsdale,Minor / collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
136,CNV-INT-0397,JONES AVE / W 17TH ST,Mahon,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
137,CNV-INT-0400,MAHON AVE / W 19TH ST,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
138,CNV-INT-0196,E 15TH ST / RIDGEWAY AVE,Central Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
139,CNV-INT-0190,E 15TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / collector,0.6,,False,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
140,CNV-INT-0202,E 17TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
141,CNV-INT-0318,FELL AVE / HARBOURSIDE DR,Marine-Hamilton,collector / local,0.6,365.0,True,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
142,CNV-INT-0323,BEWICKE AVE / COPPING ST,Marine-Hamilton,collector / local,0.6,306.0,True,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
143,CNV-INT-0327,AUTOMALL DR / FELL AVE,Marine-Hamilton,collector / local,0.6,791.0,True,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
144,CNV-INT-0208,E 19TH ST / ST. ANDREWS AVE,Central Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
145,CNV-INT-0207,E 19TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
146,CNV-INT-0350,DONAGHY AVE / W 3RD ST,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
147,CNV-INT-0351,HANES AVE / W 3RD ST,Marine-Hamilton,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
148,CNV-INT-0203,E 17TH ST / ST. ANDREWS AVE,Central Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
149,CNV-INT-0201,E 17TH ST / EASTERN AVE,Central Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
150,CNV-INT-0191,E 15TH ST / ST. ANDREWS AVE,Central Lonsdale,collector / local,0.6,,False,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
151,CNV-INT-0200,E 17TH ST / RIDGEWAY AVE,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
152,CNV-INT-0199,E 17TH ST / MOODY AVE,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
153,CNV-INT-0352,MACKAY RD / W 3RD ST,Marine-Hamilton,Minor / collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
154,CNV-INT-0161,E 19TH ST / RIDGEWAY AVE,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
155,CNV-INT-0355,BEWICKE AVE / W 14TH ST,Marine-Hamilton,collector / local,0.6,214.0,True,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
156,CNV-INT-0357,BEWICKE AVE / W 15TH ST,Marine-Hamilton,collector / local,0.6,272.0,True,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
157,CNV-INT-0358,BEWICKE AVE / W 16TH ST,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
158,CNV-INT-0192,E 15TH ST / EASTERN AVE,Central Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
159,CNV-INT-0403,JONES AVE / W 20TH ST,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
160,CNV-INT-0159,E 19TH ST / GRAND BLVD / MOODY AVE,Grand Boulevard,Minor / collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
161,CNV-INT-0160,E 19TH ST / QUEENSBURY AVE / W GRAND BLVD,Grand Boulevard,Minor / collector / local,0.6,,False,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
162,CNV-INT-0453,MACKAY AVE / W 19TH ST,Marine-Hamilton,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
163,CNV-INT-0432,MACKAY AVE / W 17TH ST,Marine-Hamilton,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
164,CNV-INT-0433,BEWICKE AVE / W 16TH ST,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
165,CNV-INT-0137,E 15TH ST / W GRAND BLVD,Grand Boulevard,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
166,CNV-INT-0441,CUMBERLAND CRES / HAMILTON AVE,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
167,CNV-INT-0094,E 8TH ST / W GRAND BLVD,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
168,CNV-INT-0132,E 13TH ST / W GRAND BLVD,Grand Boulevard,Minor / collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
169,CNV-INT-0442,MACKAY AVE / W KEITH RD,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
170,CNV-INT-0276,CARRIE CATES CRT / CHESTERFIELD AVE / CHESTERFIELD PL,Lower Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
171,CNV-INT-0274,CARRIE CATES CRT / ROGERS AVE,Lower Lonsdale,collector / local,0.6,,False,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
172,CNV-INT-0454,HAMILTON AVE / W 19TH ST,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
173,CNV-INT-0062,E 9TH ST / W GRAND BLVD,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
174,CNV-INT-0458,HAMILTON AVE / W 20TH ST,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
175,CNV-INT-0269,CARRIE CATES CRT / MUSEUM MUSE,Lower Lonsdale,collector / local,0.6,,False,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
176,CNV-INT-0461,HAMILTON AVE / W 21ST ST,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
177,CNV-INT-0268,CARRIE CATES CRT / LONSDALE AVE,Lower Lonsdale,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
178,CNV-INT-0267,LONSDALE AVE / VICTORY SHIP WAY,Lower Lonsdale,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
179,CNV-INT-0464,MACKAY AVE / W 22ND ST,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
180,CNV-INT-0115,E 12TH ST / W GRAND BLVD,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
181,CNV-INT-0112,E 11TH ST / W GRAND BLVD,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
182,CNV-INT-0110,E 10TH ST / W GRAND BLVD,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
183,CNV-INT-0431,HAMILTON AVE / TOBRUCK AVE,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
184,CNV-INT-0440,HAMILTON AVE / W 17TH ST,Marine-Hamilton,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
185,CNV-INT-0221,E 23RD ST / ST. GEORGES AVE,Central Lonsdale,Minor / collector,0.6,,False,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
186,CNV-INT-0147,E 16TH ST / W GRAND BLVD,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
187,CNV-INT-0411,JONES AVE / W 21ST ST,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
188,CNV-INT-0243,MUNDAY PL / TEMPE GLEN DR,Tempe,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
189,CNV-INT-0413,JONES AVE / W 22ND ST,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
190,CNV-INT-0151,E 18TH ST / W GRAND BLVD,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
191,CNV-INT-0242,TEMPE GLEN DR / TEMPE KNOLL DR,Tempe,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
192,CNV-INT-0241,MUNDAY PL / TEMPE GLEN DR,Tempe,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
193,CNV-INT-0417,JONES AVE,Mahon,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
194,CNV-INT-0220,E 23RD ST / ST. ANDREWS AVE,Grand Boulevard,collector / local,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
195,CNV-INT-0415,JONES AVE / LARSON CRES / W 23RD ST,Mahon,Minor / collector / local,0.6,,False,True,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
196,CNV-INT-0148,E 17TH ST / W GRAND BLVD,Grand Boulevard,collector,0.6,,False,False,True,68.69,road_hierarchy_score,68.69,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
197,CNV-INT-0225,E UPPER LEVELS HWY / ST. GEORGES AVE / UPPER LEVELS RAMP,Central Lonsdale,Minor / ramp,0.5,,False,False,True,60.74,road_hierarchy_score,60.74,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
