source_id,organization,dataset,url,download_url,format,geographic_level,coverage,version,license,download_date,local_path,status,sha256,bytes,feature_count,notes
cnv_bus_shelters,City of North Vancouver,Bus Shelters,https://gisext2.cnv.org/arcgis/rest/services/BaseMapServices/TransportMAP/MapServer/107,https://gisext2.cnv.org/arcgis/rest/services/BaseMapServices/TransportMAP/MapServer/107,GeoJSON,point,City of North Vancouver,,,2026-08-12T07:14:49+00:00,data/raw/cnv/cnv_bus_shelters.geojson,cached,bcc7a9a1c529a93c5e1445964cf2c92fd2c57512157177408d252bc81126cde6,27417,46,
cnv_parks,City of North Vancouver,Parks,https://gisext2.cnv.org/arcgis/rest/services/BaseMapServices/query_layers/MapServer/4,https://gisext2.cnv.org/arcgis/rest/services/BaseMapServices/query_layers/MapServer/4,GeoJSON,polygon,City of North Vancouver,,,2026-08-12T07:14:50+00:00,data/raw/cnv/cnv_parks.geojson,cached,1edc906b86a4bfe4020d54e4d78dd5651b90f08f4c4af04008862625702412d6,113309,59,Civic destination component of the pedestrian activity proxy; candidate public-space locations.
translink_gtfs,TransLink (South Coast British Columbia Transportation Authority),GTFS static feed,https://www.translink.ca/about-us/doing-business-with-translink/app-developer-resources/gtfs/gtfs-data,https://gtfs-static.translink.ca/gtfs/google_transit.zip,GTFS (zip),regional,Metro Vancouver (regional - clipped to CNV during processing),,TransLink Open Data / GTFS terms of use,2026-08-12T07:14:52+00:00,data/raw/transit/translink_gtfs.zip,cached,3f2378ac89714afe233192933ca9f4ce5d6e82fecd41815f585858e450804ca1,16266069,,"Authoritative transit source: stops, routes, trips, stop_times, shapes, calendar."
cnv_past_election_results,City of North Vancouver,Past Election Results,https://www.cnv.org/City-Hall/General-Local-Election/Past-Election-Results,https://www.cnv.org/City-Hall/General-Local-Election/Past-Election-Results,HTML,municipality,City of North Vancouver,,,2026-08-12T07:14:53+00:00,data/raw/elections/cnv_past_election_results.html,cached,8e1e92037f7e5197b738485c8dff2a26e81c68d275af19cabe2125684bb1f83e,547769,,Landing page for historical results. Linked PDFs are discovered and fetched by 07_prepare_elections.py.
cnv_2022_official_results,City of North Vancouver,Official Results of 2022 City Election,https://www.cnv.org/City-Hall/News-Room/Whats-New/2022/10/19/Official-Results-of-2022-City-Election-Announced,https://www.cnv.org/City-Hall/News-Room/Whats-New/2022/10/19/Official-Results-of-2022-City-Election-Announced,HTML,municipality,City of North Vancouver,,,2026-08-12T07:14:54+00:00,data/raw/elections/cnv_2022_official_results.html,cached,3acd13c94ad6637b4ad93f8ac2a1790232ae23120e927224a98ad2d434eafacc,430042,,Aggregate candidate vote totals and turnout. Contains no individual-level data.
cnv_election_landing,City of North Vancouver,General Local Election - programme page,https://www.cnv.org/City-Hall/General-Local-Election,https://www.cnv.org/City-Hall/General-Local-Election,HTML,municipality,City of North Vancouver,,,2026-08-12T07:14:54+00:00,data/raw/elections/cnv_election_landing.html,cached,911b2c20868002acd31af69fa7a0fb0479a8490cf7d161bead850461a7d2f98e,436737,,Source for voting-place lists and advance-voting locations.
cnv_pdf_genzoning,City of North Vancouver,General Zoning Map (PDF),https://gisext2.cnv.org/PDFMaps/CNV_GenZoning48x36.pdf,https://gisext2.cnv.org/PDFMaps/CNV_GenZoning48x36.pdf,PDF,,City of North Vancouver,,,2026-08-12T07:14:54+00:00,data/raw/cnv/CNV_GenZoning48x36.pdf,cached,a19b027f7824c0b2254ef6f62392a503a722acf82baebeaa22675c1660fa54ce,1200857,,
cnv_pdf_neighbourhoods,City of North Vancouver,Neighbourhoods Map (PDF),https://gisext2.cnv.org/PDFMaps/CNV_Neighbourhoods.pdf,https://gisext2.cnv.org/PDFMaps/CNV_Neighbourhoods.pdf,PDF,,City of North Vancouver,,,2026-08-12T07:14:54+00:00,data/raw/cnv/CNV_Neighbourhoods.pdf,cached,70aac026883f9e16847ac03e1a84001adce4548fd96a8a829d6d0156e0c9e8c7,1249952,,Used only to validate neighbourhood names against the vector layer.
cnv_pdf_citymap,City of North Vancouver,City Map (PDF),https://gisext2.cnv.org/PDFMaps/CNV_CityMap.pdf,https://gisext2.cnv.org/PDFMaps/CNV_CityMap.pdf,PDF,,City of North Vancouver,,,2026-08-12T07:14:55+00:00,data/raw/cnv/CNV_CityMap.pdf,cached,efb07f8290e825a536c7d7f2285439e0e06dc14648f1db694a70deca5efe84d9,6271184,,
cnv_pdf_landuse,City of North Vancouver,Schedule A Land Use (PDF),https://gisext2.cnv.org/PDFMaps/Schedule%20A%20Land%20Use_11x17.pdf,https://gisext2.cnv.org/PDFMaps/Schedule%20A%20Land%20Use_11x17.pdf,PDF,,City of North Vancouver,,,2026-08-12T07:14:55+00:00,data/raw/cnv/Schedule_A_Land_Use_11x17.pdf,cached,2b2a28e060baf5d3f164855d2d0120c13933a5569d811a350ba19cd5f23eedce,971947,,
cnv_pdf_regional_context,City of North Vancouver,Schedule E Regional Context Map (PDF),https://gisext2.cnv.org/PDFMaps/Schedule%20E%20RegionalContextMap_11x17.pdf,https://gisext2.cnv.org/PDFMaps/Schedule%20E%20RegionalContextMap_11x17.pdf,PDF,,City of North Vancouver,,,2026-08-12T07:14:55+00:00,data/raw/cnv/Schedule_E_RegionalContextMap_11x17.pdf,cached,af2efa1ea98dc7f935f12c1260129e3824434398a111c6fc5d9a46e6198017f9,837559,,
cnv_community_statistics,City of North Vancouver,Community Facts & Statistics,https://www.cnv.org/City-Hall/About/community-statistics,https://www.cnv.org/City-Hall/About/community-statistics,HTML,,City of North Vancouver,,,2026-08-12T07:14:55+00:00,data/raw/cnv/cnv_community_statistics.html,cached,0b8ce185c1e4ecebd199ecea9038bf9750583cd9c35ccbc406e3fd4d555b1e45,511980,,"Municipal summary statistics; used for cross-validation only, not as a primary source."
cnv_traffic_signals_page,City of North Vancouver,Traffic Signals information page,https://www.cnv.org/Streets-Transportation/Traffic/Traffic-Signals,https://www.cnv.org/Streets-Transportation/Traffic/Traffic-Signals,HTML,,City of North Vancouver,,,2026-08-12T07:14:55+00:00,data/raw/cnv/cnv_traffic_signals_page.html,cached,3abe4f9ad717fa5e0f2fd0a5849a5fe8aa62a7665bccc87f0d856007bc0255de,520538,,Checked for any published signal timing / coordination information.
geoweb_streets,District of North Vancouver - GEOweb,Street Centrelines (District and City of North Vancouver),https://geoweb.dnv.org/data/,https://geoweb.dnv.org/Products/Data/SHP/TrnStreets_shp.zip,Shapefile (zip),street_segment,District AND City of North Vancouver (per dataset description),,,2026-08-12T07:14:56+00:00,data/raw/dnv_geoweb/TrnStreets_shp.zip,cached,a9a8ca427c3ba72dec3b8c5caf3f70f1c0682f7b00c3c08abb42d4d86092ad1e,1938228,,Explicitly covers both municipalities. Must still be clipped to the CNV boundary.
geoweb_intersections,District of North Vancouver - GEOweb,Street Intersections,https://geoweb.dnv.org/data/,https://geoweb.dnv.org/Products/Data/SHP/TrnIntersection_shp.zip,Shapefile (zip),intersection,North Shore,,,2026-08-12T07:14:56+00:00,data/raw/dnv_geoweb/TrnIntersection_shp.zip,cached,c5e23b0a46de176d98c22ab79ac2827cdd7245794748836935dd41f4364e1b8b,203609,,Ready-made intersection points; cross-checked against intersections derived from CNV centrelines.
geoweb_parking_restrictions,District of North Vancouver - GEOweb,Parking Restrictions,https://geoweb.dnv.org/data/,https://geoweb.dnv.org/Products/Data/SHP/TrnParkingRestrictions_shp.zip,Shapefile (zip),street_segment,District of North Vancouver (verify CNV coverage),,,2026-08-12T07:14:56+00:00,data/raw/dnv_geoweb/TrnParkingRestrictions_shp.zip,cached,3bd470a587f0846428c8d30b9f8cfdbb37a16f565714989f5ba2d44700bffcce,298773,,
geoweb_parking_lots,District of North Vancouver - GEOweb,Parking Lots,https://geoweb.dnv.org/data/,https://geoweb.dnv.org/Products/Data/SHP/RodParkingLot_shp.zip,Shapefile (zip),polygon,District of North Vancouver (verify CNV coverage),,,2026-08-12T07:14:56+00:00,data/raw/dnv_geoweb/RodParkingLot_shp.zip,cached,ab710ce2a754bff130646e39a13b1b820ed8208e22f97601529d9389a24b8a81,507327,,
geoweb_sidewalks,District of North Vancouver - GEOweb,Sidewalks,https://geoweb.dnv.org/data/,https://geoweb.dnv.org/Products/Data/SHP/RodSidewalk_shp.zip,Shapefile (zip),sidewalk,District of North Vancouver (verify CNV coverage),,,2026-08-12T07:14:56+00:00,data/raw/dnv_geoweb/RodSidewalk_shp.zip,cached,b3b668fa3255e1de294e22d3d382c74839b73378046d481678a42eb537979427,1138786,,
geoweb_metrovan_municipalities,District of North Vancouver - GEOweb,Metro Vancouver Municipalities,https://geoweb.dnv.org/data/,https://geoweb.dnv.org/Products/Data/SHP/RegBoundaryMetroVan_shp.zip,Shapefile (zip),municipality,Metro Vancouver,,,2026-08-12T07:14:56+00:00,data/raw/dnv_geoweb/RegBoundaryMetroVan_shp.zip,cached,38dc5e7751cc5723fd22583de2e32c14d56e5e008d47ae48605aaebf2d593349,63484,,Boundary cross-check only. The BC ABMS layer remains the authoritative CNV boundary.
icbc_crashes_north_vancouver,Insurance Corporation of British Columbia (ICBC),Lower Mainland Crashes - filtered to NORTH VANCOUVER,https://public.tableau.com/app/profile/icbc/viz/LowerMainlandCrashes/LMDashboard,https://public.tableau.com/views/LowerMainlandCrashes/LMDashboard.csv?:showVizHome=no&Municipality=NORTH%20VANCOUVER,CSV,intersection_or_block_name,North Vancouver (City AND District combined - see notes),,Open Data Licence for ICBC Information,2026-08-12T07:20:01+00:00,data/raw/safety/icbc_crashes_north_vancouver.csv,cached,71491a34bc57464b77a8d332e162f73d214b4351de0fd2ebe379fe74b6d8243a,78586,,"Retrieved through Tableau Public's built-in CSV export for a publicly published dashboard (the sanctioned download path; no access control is bypassed). Two material limitations: (1) ICBC's 'NORTH VANCOUVER' municipality value covers BOTH the City and the District, so records must be disambiguated by matching location strings to CNV street pairs; (2) records are location NAME strings with no coordinates, so geocoding to the CNV intersection layer is name-based and approximate. Crash counts are aggregate; no individual or personal data."
icbc_crashes_lower_mainland_all,Insurance Corporation of British Columbia (ICBC),Lower Mainland Crashes - unfiltered regional extract,https://public.tableau.com/app/profile/icbc/viz/LowerMainlandCrashes/LMDashboard,https://public.tableau.com/views/LowerMainlandCrashes/LMDashboard.csv?:showVizHome=no,CSV,intersection_or_block_name,Metro Vancouver / Lower Mainland,,Open Data Licence for ICBC Information,2026-08-12T07:20:02+00:00,data/raw/safety/icbc_crashes_lower_mainland.csv,cached,8f86d80f70d3147d601c743c8e24f7bcd878e0a219e49f1b1bec952a7fd9204d,322693,,Regional baseline used to check how CNV compares and to detect name collisions.
cnv_playgrounds,City of North Vancouver,Playgrounds,https://gisext2.cnv.org/arcgis/rest/services/Applications/Parks/MapServer/2,https://gisext2.cnv.org/arcgis/rest/services/Applications/Parks/MapServer/2,GeoJSON,point,City of North Vancouver,,City of North Vancouver open data terms - verify,2026-08-12T17:17:26+00:00,data/raw/cnv/cnv_playgrounds.geojson,ok,b7f779b4e09d9794a93c78ff33796c519baf0bb4ca4ba226c9b36e6b43fa015e,3001,17,Worked example for ADDING_DATA.md.
