rank,feature_id,feature_name,metric,value,source,methodology_note
14,59150086,DA 59150086,senior_density,3100.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
15,59150184,DA 59150184,senior_density,3000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
16,59150187,DA 59150187,senior_density,2944.44,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
17,59150082,DA 59150082,senior_density,2900.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
18,59153971,DA 59153971,senior_density,2750.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
19,59150191,DA 59150191,senior_density,2666.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
20,59150186,DA 59150186,senior_density,2600.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
21,59153970,DA 59153970,senior_density,2550.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
22,59150091,DA 59150091,senior_density,2400.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
23,59150083,DA 59150083,senior_density,2300.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
24,59150192,DA 59150192,senior_density,2166.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
25,59153236,DA 59153236,senior_density,2166.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
26,59153239,DA 59153239,senior_density,2100.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
27,59150092,DA 59150092,senior_density,2100.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
28,59153237,DA 59153237,senior_density,1916.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
29,59150195,DA 59150195,senior_density,1777.78,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
30,59150087,DA 59150087,senior_density,1666.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
31,59150088,DA 59150088,senior_density,1666.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
32,59150094,DA 59150094,senior_density,1625.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
33,59150199,DA 59150199,senior_density,1600.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
34,59150198,DA 59150198,senior_density,1500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
35,59150185,DA 59150185,senior_density,1500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
36,59150093,DA 59150093,senior_density,1450.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
37,59150196,DA 59150196,senior_density,1250.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
38,59153238,DA 59153238,senior_density,1250.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
39,59150204,DA 59150204,senior_density,1107.14,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
40,59150090,DA 59150090,senior_density,1100.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
41,59150146,DA 59150146,senior_density,1090.91,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
42,59150089,DA 59150089,senior_density,937.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
43,59150074,DA 59150074,senior_density,928.57,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
44,59150140,DA 59150140,senior_density,888.89,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
45,59150183,DA 59150183,senior_density,875.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
46,59150141,DA 59150141,senior_density,857.14,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
47,59150079,DA 59150079,senior_density,850.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
48,59153963,DA 59153963,senior_density,850.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
49,59150201,DA 59150201,senior_density,687.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
50,59150097,DA 59150097,senior_density,687.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
51,59150096,DA 59150096,senior_density,676.47,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
52,59150081,DA 59150081,senior_density,666.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
53,59150180,DA 59150180,senior_density,642.86,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
54,59150143,DA 59150143,senior_density,615.38,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
55,59151761,DA 59151761,senior_density,615.38,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
56,59150099,DA 59150099,senior_density,600.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
57,59150077,DA 59150077,senior_density,590.91,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
58,59150098,DA 59150098,senior_density,590.91,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
59,59150203,DA 59150203,senior_density,558.82,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
60,59150095,DA 59150095,senior_density,538.46,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
61,59150181,DA 59150181,senior_density,529.41,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
62,59150210,DA 59150210,senior_density,520.83,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
63,59150145,DA 59150145,senior_density,518.52,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
64,59150142,DA 59150142,senior_density,500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
65,59150205,DA 59150205,senior_density,500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
66,59150213,DA 59150213,senior_density,500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
67,59150080,DA 59150080,senior_density,500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
68,59150073,DA 59150073,senior_density,480.77,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
69,59150075,DA 59150075,senior_density,477.27,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
70,59150202,DA 59150202,senior_density,444.44,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
71,59150206,DA 59150206,senior_density,383.33,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
72,59150176,DA 59150176,senior_density,363.64,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
73,59150182,DA 59150182,senior_density,300.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
74,59150076,DA 59150076,senior_density,287.88,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
75,59150178,DA 59150178,senior_density,245.1,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
76,59150078,DA 59150078,senior_density,187.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
77,59153241,DA 59153241,senior_density,187.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
78,59150212,DA 59150212,senior_density,106.38,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
79,59150200,DA 59150200,senior_density,54.26,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
1,59153235,DA 59153235,housing_density,14983.33,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
2,59153328,DA 59153328,housing_density,13920.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
3,59150191,DA 59150191,housing_density,12933.33,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
4,59153327,DA 59153327,housing_density,12866.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
5,59150194,DA 59150194,housing_density,12033.33,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
6,59150193,DA 59150193,housing_density,11866.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
7,59150084,DA 59150084,housing_density,11660.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
8,59150190,DA 59150190,housing_density,11500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
9,59150085,DA 59150085,housing_density,10740.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
10,59150197,DA 59150197,housing_density,10633.33,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
11,59153234,DA 59153234,housing_density,10266.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
12,59150188,DA 59150188,housing_density,10000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
13,59150192,DA 59150192,housing_density,9716.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
14,59153971,DA 59153971,housing_density,9337.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
15,59150086,DA 59150086,housing_density,8640.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
16,59150091,DA 59150091,housing_density,8580.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
17,59153239,DA 59153239,housing_density,8560.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
18,59153237,DA 59153237,housing_density,8533.33,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
19,59150189,DA 59150189,housing_density,8450.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
20,59153236,DA 59153236,housing_density,8300.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
21,59150087,DA 59150087,housing_density,8100.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
22,59150198,DA 59150198,housing_density,7880.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
23,59150187,DA 59150187,housing_density,7766.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
24,59150186,DA 59150186,housing_density,7060.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
25,59150092,DA 59150092,housing_density,6860.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
26,59150199,DA 59150199,housing_density,6780.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
27,59150082,DA 59150082,housing_density,6700.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
28,59150088,DA 59150088,housing_density,6500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
29,59153970,DA 59153970,housing_density,6235.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
30,59150083,DA 59150083,housing_density,5240.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
31,59150094,DA 59150094,housing_density,3962.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
32,59150196,DA 59150196,housing_density,3900.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
33,59153965,DA 59153965,housing_density,3650.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
34,59150195,DA 59150195,housing_density,3566.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
35,59150074,DA 59150074,housing_density,3457.14,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
36,59150185,DA 59150185,housing_density,3318.18,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
37,59153238,DA 59153238,housing_density,3283.33,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
38,59150089,DA 59150089,housing_density,3262.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
39,59150201,DA 59150201,housing_density,3037.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
40,59150184,DA 59150184,housing_density,2937.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
41,59150093,DA 59150093,housing_density,2670.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
42,59150141,DA 59150141,housing_density,2385.71,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
43,59150140,DA 59150140,housing_density,2377.78,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
44,59150204,DA 59150204,housing_density,2357.14,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
45,59150079,DA 59150079,housing_density,2060.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
46,59153963,DA 59153963,housing_density,2040.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
47,59150090,DA 59150090,housing_density,2040.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
48,59150099,DA 59150099,housing_density,2020.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
49,59150176,DA 59150176,housing_density,1981.82,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
50,59150080,DA 59150080,housing_density,1914.29,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
51,59150081,DA 59150081,housing_density,1886.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
52,59150183,DA 59150183,housing_density,1868.75,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
53,59150202,DA 59150202,housing_density,1700.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
54,59150098,DA 59150098,housing_density,1681.82,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
55,59150203,DA 59150203,housing_density,1582.35,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
56,59150097,DA 59150097,housing_density,1550.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
57,59150146,DA 59150146,housing_density,1536.36,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
58,59150073,DA 59150073,housing_density,1511.54,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
59,59150143,DA 59150143,housing_density,1492.31,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
60,59150095,DA 59150095,housing_density,1484.62,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
61,59151761,DA 59151761,housing_density,1438.46,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
62,59150213,DA 59150213,housing_density,1431.25,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
63,59150077,DA 59150077,housing_density,1354.55,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
64,59150180,DA 59150180,housing_density,1278.57,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
65,59150096,DA 59150096,housing_density,1252.94,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
66,59153241,DA 59153241,housing_density,1161.36,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
67,59150142,DA 59150142,housing_density,1116.67,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
68,59150181,DA 59150181,housing_density,1100.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
69,59150205,DA 59150205,housing_density,1100.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
70,59150210,DA 59150210,housing_density,1037.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
71,59150145,DA 59150145,housing_density,1033.33,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
72,59150206,DA 59150206,housing_density,730.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
73,59150075,DA 59150075,housing_density,709.09,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
74,59150182,DA 59150182,housing_density,640.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
75,59150076,DA 59150076,housing_density,606.06,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
76,59150178,DA 59150178,housing_density,545.1,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
77,59150078,DA 59150078,housing_density,497.92,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
78,59150200,DA 59150200,housing_density,434.11,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
79,59150212,DA 59150212,housing_density,274.47,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
1,59153241,DA 59153241,population_2021,2505.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
2,59153970,DA 59153970,population_2021,2195.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
3,59153235,DA 59153235,population_2021,1494.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
4,59153327,DA 59153327,population_2021,1451.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
5,59150141,DA 59150141,population_2021,1359.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
6,59153971,DA 59153971,population_2021,1337.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
7,59153328,DA 59153328,population_2021,1298.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
8,59150200,DA 59150200,population_2021,1215.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
9,59150187,DA 59150187,population_2021,1160.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
10,59150192,DA 59150192,population_2021,1047.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
11,59150073,DA 59150073,population_2021,1009.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
12,59150085,DA 59150085,population_2021,926.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
13,59150084,DA 59150084,population_2021,884.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
14,59153234,DA 59153234,population_2021,883.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
15,59153237,DA 59153237,population_2021,873.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
16,59153239,DA 59153239,population_2021,844.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
17,59150182,DA 59150182,population_2021,838.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
18,59150202,DA 59150202,population_2021,834.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
19,59150145,DA 59150145,population_2021,833.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
20,59150185,DA 59150185,population_2021,809.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
21,59150204,DA 59150204,population_2021,796.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
22,59150178,DA 59150178,population_2021,789.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
23,59150091,DA 59150091,population_2021,781.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
24,59150183,DA 59150183,population_2021,764.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
25,59150198,DA 59150198,population_2021,735.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
26,59150195,DA 59150195,population_2021,735.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
27,59150086,DA 59150086,population_2021,728.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
28,59150078,DA 59150078,population_2021,721.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
