rank,intersection_id,street_names,neighbourhood,transit_stops_100m,transit_stops_250m,transit_stops_400m,transit_departures_250m,transit_departures_am_peak_250m,transit_score,metric,value,source,methodology_note
114,CNV-INT-0425,FELL AVE / W 16TH ST,Marine-Hamilton,0,3,10,643.0,91.0,76.65,transit_score,76.65,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
115,CNV-INT-0350,DONAGHY AVE / W 3RD ST,Marine-Hamilton,0,3,8,643.0,91.0,76.65,transit_score,76.65,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
116,CNV-INT-0193,E 16TH ST / ST. GEORGES AVE,Central Lonsdale,0,4,11,594.0,83.0,76.6,transit_score,76.6,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
117,CNV-INT-0304,W KEITH RD / W VICTORIA PARK AVE,Lower Lonsdale,0,5,8,563.0,60.0,76.42,transit_score,76.42,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
118,CNV-INT-0195,E 14TH ST / ST. ANDREWS AVE,Central Lonsdale,0,4,5,582.0,86.0,76.18,transit_score,76.18,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
119,CNV-INT-0194,E 16TH ST / ST. ANDREWS AVE,Central Lonsdale,0,4,5,582.0,86.0,76.18,transit_score,76.18,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
120,CNV-INT-0376,CHESTERFIELD AVE / W 13TH ST,Central Lonsdale,0,4,13,586.0,81.0,76.06,transit_score,76.06,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
121,CNV-INT-0185,E 14TH ST / RIDGEWAY AVE,Central Lonsdale,0,4,6,582.0,85.0,76.03,transit_score,76.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
122,CNV-INT-0197,E 16TH ST / RIDGEWAY AVE,Grand Boulevard,0,4,6,582.0,85.0,76.03,transit_score,76.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
123,CNV-INT-0196,E 15TH ST / RIDGEWAY AVE,Central Lonsdale,2,4,6,582.0,85.0,76.03,transit_score,76.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
124,CNV-INT-0296,FORBES AVE / W 1ST ST,Squamish Nation (Mission IR 1),2,6,14,479.0,55.0,75.94,transit_score,75.94,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
125,CNV-INT-0184,E 14TH ST / MOODY AVE,Grand Boulevard,0,4,10,582.0,83.0,75.7,transit_score,75.7,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
126,CNV-INT-0198,E 16TH ST / MOODY AVE,Grand Boulevard,0,4,10,582.0,83.0,75.7,transit_score,75.7,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
127,CNV-INT-0341,MISSION RD / W 3RD ST,Squamish Nation (Mission IR 1),2,5,14,521.0,62.0,75.49,transit_score,75.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
128,CNV-INT-0300,MAHON AVE / W 4TH ST,Lower Lonsdale,0,5,14,515.0,66.0,75.48,transit_score,75.48,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
129,CNV-INT-0278,SEMISCH AVE / W ESPLANADE,Lower Lonsdale,2,8,26,439.0,48.0,75.19,transit_score,75.19,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
130,CNV-INT-0061,E 9TH ST / E GRAND BLVD,Grand Boulevard,2,5,14,505.0,60.0,74.39,transit_score,74.39,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
131,CNV-INT-0060,E 9TH ST / SUTHERLAND AVE,,0,5,13,502.0,61.0,74.22,transit_score,74.22,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
132,CNV-INT-0334,W 4TH ST / W CHIEF JOSEPH CRES,Lower Lonsdale,1,5,14,470.0,60.0,73.79,transit_score,73.79,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
133,CNV-INT-0105,E KEITH RD / E VICTORIA PARK AVE,Lower Lonsdale,2,6,10,451.0,46.0,73.68,transit_score,73.68,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
134,CNV-INT-0284,E KEITH RD / E VICTORIA PARK AVE,Lower Lonsdale,1,6,10,451.0,46.0,73.68,transit_score,73.68,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
135,CNV-INT-0390,CHESTERFIELD AVE / W 17TH ST,Central Lonsdale,0,4,12,515.0,83.0,73.37,transit_score,73.37,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
136,CNV-INT-0254,E 27TH ST / ST. GEORGES AVE,Tempe,0,5,9,467.0,56.0,73.3,transit_score,73.3,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
137,CNV-INT-0324,W 1ST ST / W 2ND ST,Squamish Nation (Mission IR 1),0,5,10,469.0,52.0,73.14,transit_score,73.14,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
138,CNV-INT-0145,E 17TH ST / SUTHERLAND AVE,Grand Boulevard,0,4,8,507.0,69.0,72.17,transit_score,72.17,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
139,CNV-INT-0062,E 9TH ST / W GRAND BLVD,Grand Boulevard,2,5,13,452.0,55.0,72.15,transit_score,72.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
140,CNV-INT-0483,W 27TH ST / WESTERN AVE,Central Lonsdale,0,4,8,502.0,72.0,71.97,transit_score,71.97,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
141,CNV-INT-0481,E 27TH ST / LONSDALE AVE / W 27TH ST,Central Lonsdale,2,4,9,502.0,72.0,71.97,transit_score,71.97,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
142,CNV-INT-0028,E 4TH ST / MOODY AVE,Moodyville,0,6,7,416.0,53.0,71.69,transit_score,71.69,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
143,CNV-INT-0292,CHESTERFIELD AVE / W 4TH ST,Lower Lonsdale,0,6,16,414.0,52.0,71.38,transit_score,71.38,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
144,CNV-INT-0046,ADDERLEY ST / E KEITH RD,,2,5,8,429.0,44.0,70.21,transit_score,70.21,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
145,CNV-INT-0043,CLOVERLEY ST / KENNARD AVE,Moodyville,0,5,7,429.0,44.0,70.21,transit_score,70.21,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
146,CNV-INT-0503,WESTVIEW CRES / WESTVIEW DR,Westview,2,7,11,311.0,44.0,70.03,transit_score,70.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
147,CNV-INT-0502,W 28TH ST / WESTVIEW DR,Westview,2,7,11,311.0,44.0,70.03,transit_score,70.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
148,CNV-INT-0045,CLOVERLEY ST / E KEITH RD,,2,5,7,426.0,46.0,69.83,transit_score,69.83,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
149,CNV-INT-0392,MAHON AVE / W 16TH ST,Central Lonsdale,0,4,8,428.0,82.0,69.29,transit_score,69.29,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
150,CNV-INT-0379,MAHON AVE / W 13TH ST,Central Lonsdale,0,4,8,428.0,81.0,69.14,transit_score,69.14,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
151,CNV-INT-0375,W 13TH ST / W KEITH RD,Lower Lonsdale,2,4,8,428.0,81.0,69.14,transit_score,69.14,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
152,CNV-INT-0484,CHESTERFIELD AVE / W 28TH ST,Westview,0,5,11,406.0,54.0,68.89,transit_score,68.89,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
153,CNV-INT-0187,E 13TH ST / ST. GEORGES AVE,Central Lonsdale,0,3,10,518.0,63.0,68.83,transit_score,68.83,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
154,CNV-INT-0302,E KEITH RD / LONSDALE AVE / W KEITH RD,Lower Lonsdale,3,5,10,414.0,43.0,68.35,transit_score,68.35,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
155,CNV-INT-0035,E 6TH ST / QUEENSBURY AVE,Moodyville,0,6,13,339.0,39.0,68.24,transit_score,68.24,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
156,CNV-INT-0016,BROOKSBANK AVE / E 4TH ST,Moodyville,2,6,7,332.0,39.0,68.06,transit_score,68.06,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
157,CNV-INT-0004,BROOKSBANK AVE / E 3RD ST,Moodyville,2,6,7,332.0,39.0,68.06,transit_score,68.06,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
158,CNV-INT-0321,FORBES AVE / W 1ST ST,Squamish Nation (Mission IR 1),2,5,14,378.0,41.0,66.92,transit_score,66.92,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
159,CNV-INT-0222,E 23RD ST / LONSDALE AVE / W 23RD ST,Central Lonsdale,2,3,5,458.0,58.0,66.63,transit_score,66.63,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
160,CNV-INT-0408,CHESTERFIELD AVE / W 22ND ST,Central Lonsdale,0,3,5,458.0,58.0,66.63,transit_score,66.63,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
161,CNV-INT-0410,W 23RD ST / WESTERN AVE,Central Lonsdale,0,3,4,458.0,58.0,66.63,transit_score,66.63,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
162,CNV-INT-0216,E 22ND ST / ST. GEORGES AVE,Central Lonsdale,0,3,5,458.0,58.0,66.63,transit_score,66.63,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
163,CNV-INT-0168,BOULEVARD CRES / SUTHERLAND AVE / UPPER LEVELS RAMP,Grand Boulevard,1,3,4,453.0,64.0,66.6,transit_score,66.6,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
164,CNV-INT-0160,E 19TH ST / QUEENSBURY AVE / W GRAND BLVD,Grand Boulevard,1,3,5,453.0,64.0,66.6,transit_score,66.6,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
165,CNV-INT-0164,BOULEVARD CRES / E 19TH ST / E GRAND BLVD,Grand Boulevard,2,3,5,453.0,64.0,66.6,transit_score,66.6,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
166,CNV-INT-0152,E 19TH ST / SUTHERLAND AVE,Grand Boulevard,0,3,5,453.0,64.0,66.6,transit_score,66.6,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
167,CNV-INT-0063,E 10TH ST / E GRAND BLVD,Grand Boulevard,2,4,11,418.0,52.0,66.49,transit_score,66.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
168,CNV-INT-0115,E 12TH ST / W GRAND BLVD,Grand Boulevard,0,4,11,418.0,52.0,66.49,transit_score,66.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
169,CNV-INT-0110,E 10TH ST / W GRAND BLVD,Grand Boulevard,0,4,12,418.0,52.0,66.49,transit_score,66.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
170,CNV-INT-0130,E 12TH ST / E GRAND BLVD,Grand Boulevard,2,4,10,418.0,52.0,66.49,transit_score,66.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
171,CNV-INT-0064,E 11TH ST / E GRAND BLVD,Grand Boulevard,2,4,6,418.0,52.0,66.49,transit_score,66.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
172,CNV-INT-0112,E 11TH ST / W GRAND BLVD,Grand Boulevard,2,4,6,418.0,52.0,66.49,transit_score,66.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
173,CNV-INT-0500,W 28TH ST,Westview,0,7,11,300.0,41.0,66.14,transit_score,66.14,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
174,CNV-INT-0226,E UPPER LEVELS HWY / LONSDALE AVE / UPPER LEVELS RAMP,Central Lonsdale,0,3,5,445.0,68.0,65.83,transit_score,65.83,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
175,CNV-INT-0253,E 26TH ST / LONSDALE AVE,Central Lonsdale,1,3,10,445.0,68.0,65.83,transit_score,65.83,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
176,CNV-INT-0228,LONSDALE AVE / UPPER LEVELS HWY,Central Lonsdale,0,3,6,445.0,68.0,65.83,transit_score,65.83,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
177,CNV-INT-0166,UPPER LEVELS RAMP,Grand Boulevard,0,3,5,451.0,62.0,65.82,transit_score,65.82,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
178,CNV-INT-0167,UPPER LEVELS RAMP,Grand Boulevard,0,3,5,451.0,62.0,65.82,transit_score,65.82,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
179,CNV-INT-0202,E 17TH ST / ST. GEORGES AVE,Central Lonsdale,0,3,11,447.0,65.0,65.81,transit_score,65.81,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
180,CNV-INT-0339,MISSION RD / W 2ND ST,Squamish Nation (Mission IR 1),1,4,14,413.0,46.0,65.38,transit_score,65.38,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
181,CNV-INT-0022,E 1ST ST / E 2ND ST,Moodyville,0,4,6,402.0,50.0,65.26,transit_score,65.26,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
182,CNV-INT-0027,E 3RD ST / RIDGEWAY AVE,Moodyville,2,4,6,402.0,50.0,65.26,transit_score,65.26,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
183,CNV-INT-0303,W KEITH RD / W VICTORIA PARK AVE,Lower Lonsdale,0,4,8,380.0,40.0,63.73,transit_score,63.73,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
184,CNV-INT-0382,W 12TH ST / W 8TH ST,Central Lonsdale,0,3,10,421.0,47.0,63.27,transit_score,63.27,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
185,CNV-INT-0118,E 10TH ST / E 8TH ST,Lower Lonsdale,0,5,9,305.0,28.0,63.25,transit_score,63.25,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
186,CNV-INT-0498,WESTVIEW DR / WESTVIEW PL,Westview,1,6,8,263.0,36.0,62.79,transit_score,62.79,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
187,CNV-INT-0497,,Westview,0,6,10,263.0,36.0,62.79,transit_score,62.79,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
188,CNV-INT-0039,KENNARD AVE / SHAVINGTON ST,Moodyville,0,4,6,342.0,36.0,62.67,transit_score,62.67,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
189,CNV-INT-0044,ADDERLEY ST / E 7TH ST / HENDRY AVE,Moodyville,0,4,10,342.0,34.0,62.49,transit_score,62.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
190,CNV-INT-0438,FIR ST / LARSON RD / WESTVIEW DR,Mahon,2,6,7,241.0,37.0,61.9,transit_score,61.9,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
191,CNV-INT-0340,DELBRUCK AVE / W 1ST ST,Squamish Nation (Mission IR 1),2,4,15,319.0,36.0,61.77,transit_score,61.77,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
192,CNV-INT-0280,E 4TH ST / ST. GEORGES AVE,Lower Lonsdale,0,4,15,307.0,41.0,61.76,transit_score,61.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
193,CNV-INT-0261,E 3RD ST / ST. GEORGES AVE,Lower Lonsdale,2,4,13,307.0,41.0,61.76,transit_score,61.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
194,CNV-INT-0370,JONES AVE / W 16TH ST,Mahon,0,3,6,320.0,66.0,61.57,transit_score,61.57,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
195,CNV-INT-0378,MAHON AVE / W 13TH ST,Central Lonsdale,0,3,9,320.0,65.0,61.45,transit_score,61.45,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
196,CNV-INT-0023,E 2ND ST / MOODY AVE,Moodyville,0,4,7,307.0,39.0,61.43,transit_score,61.43,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
197,CNV-INT-0025,E 3RD ST / MOODY AVE,Moodyville,2,4,7,307.0,39.0,61.43,transit_score,61.43,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
198,CNV-INT-0053,E KEITH RD / MOODY AVE,Grand Boulevard,2,6,13,251.0,26.0,61.15,transit_score,61.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
199,CNV-INT-0050,E 7TH ST / MOODY AVE,Moodyville,0,6,13,251.0,26.0,61.15,transit_score,61.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
200,CNV-INT-0030,E 4TH ST / RIDGEWAY AVE,Moodyville,0,3,6,350.0,44.0,61.08,transit_score,61.08,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
201,CNV-INT-0024,E 2ND ST / RIDGEWAY AVE,Moodyville,0,3,5,350.0,44.0,61.08,transit_score,61.08,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
202,CNV-INT-0373,JONES AVE / W 6TH ST,Lower Lonsdale,0,3,11,322.0,56.0,60.94,transit_score,60.94,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
203,CNV-INT-0026,E 3RD ST / QUEENSBURY AVE,Moodyville,1,5,6,269.0,36.0,60.61,transit_score,60.61,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
204,CNV-INT-0305,W KEITH RD / W VICTORIA PARK AVE,Lower Lonsdale,0,3,8,343.0,37.0,59.59,transit_score,59.59,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
205,CNV-INT-0465,W 21ST ST / WESTVIEW DR,Mahon,1,5,7,240.0,35.0,59.19,transit_score,59.19,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
206,CNV-INT-0326,MISSION RD / W 1ST ST,Squamish Nation (Mission IR 1),0,3,12,307.0,34.0,57.62,transit_score,57.62,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
207,CNV-INT-0034,E 6TH ST / SUTHERLAND AVE,Moodyville,0,4,11,280.0,31.0,57.29,transit_score,57.29,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
208,CNV-INT-0001,BROOKSBANK AVE / COTTON RD,Moodyville,3,4,7,261.0,31.0,56.75,transit_score,56.75,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
209,CNV-INT-0003,COTTON RD / GLADSTONE AVE,Moodyville,0,4,6,261.0,31.0,56.75,transit_score,56.75,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
210,CNV-INT-0448,W 20TH ST / WESTVIEW DR,Mahon,2,5,8,193.0,29.0,56.24,transit_score,56.24,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
211,CNV-INT-0446,W 19TH ST / WESTVIEW DR,Mahon,3,5,7,193.0,29.0,56.24,transit_score,56.24,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
212,CNV-INT-0437,FIR ST / WOLFE ST,Mahon,2,5,7,193.0,29.0,56.24,transit_score,56.24,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
213,CNV-INT-0093,LYON PL / MOODY AVE,Grand Boulevard,2,5,13,196.0,20.0,55.39,transit_score,55.39,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
214,CNV-INT-0162,E 20TH ST / QUEENSBURY AVE,Grand Boulevard,0,2,5,302.0,42.0,54.88,transit_score,54.88,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
215,CNV-INT-0031,E 5TH ST / MOODY AVE,Moodyville,0,4,13,215.0,28.0,54.69,transit_score,54.69,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
216,CNV-INT-0029,E 4TH ST / QUEENSBURY AVE,Moodyville,2,4,7,215.0,28.0,54.69,transit_score,54.69,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
217,CNV-INT-0338,DELBRUCK AVE / W ESPLANADE,Squamish Nation (Mission IR 1),0,4,12,216.0,24.0,54.56,transit_score,54.56,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
218,CNV-INT-0265,VICTORY SHIP WAY / WALLACE MEWS,Lower Lonsdale,0,2,23,306.0,38.0,54.37,transit_score,54.37,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
219,CNV-INT-0285,MAHON AVE / W ESPLANADE,Lower Lonsdale,1,4,22,230.0,18.0,54.26,transit_score,54.26,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
220,CNV-INT-0288,FORBES AVE / W ESPLANADE,Squamish Nation (Mission IR 1),1,4,15,230.0,18.0,54.26,transit_score,54.26,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
221,CNV-INT-0320,FORBES AVE / W ESPLANADE,Lower Lonsdale,0,4,19,230.0,18.0,54.26,transit_score,54.26,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
222,CNV-INT-0396,CHESTERFIELD AVE / W 20TH ST,Central Lonsdale,0,2,7,301.0,43.0,54.19,transit_score,54.19,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
223,CNV-INT-0210,E 20TH ST / ST. GEORGES AVE,Central Lonsdale,0,2,7,301.0,43.0,54.19,transit_score,54.19,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
224,CNV-INT-0255,E 28TH ST / ST. ANDREWS AVE,Tempe,2,4,6,218.0,20.0,54.17,transit_score,54.17,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
225,CNV-INT-0082,E 3RD ST / ST. ANDREWS AVE,Lower Lonsdale,2,4,6,212.0,30.0,54.01,transit_score,54.01,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
226,CNV-INT-0406,CHESTERFIELD AVE / W 21ST ST,Central Lonsdale,0,2,6,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
227,CNV-INT-0395,CHESTERFIELD AVE / W 19TH ST,Central Lonsdale,0,2,6,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
228,CNV-INT-0178,E 22ND ST / SUTHERLAND AVE,Grand Boulevard,1,2,6,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
229,CNV-INT-0409,CHESTERFIELD AVE / W 23RD ST,Central Lonsdale,0,2,4,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
