rank,intersection_id,street_names,neighbourhood,onstreet_supply_250m,onstreet_peak_occupancy_250m,offstreet_spaces_400m,pay_stations_250m,accessible_parking_250m,parking_access_score,metric,value,source,methodology_note
110,CNV-INT-0030,E 4TH ST / RIDGEWAY AVE,Moodyville,490.0,0.564,0.0,0,0,67.69,parking_access_score,67.69,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
111,CNV-INT-0294,CHESTERFIELD AVE / W 6TH ST,Lower Lonsdale,567.0,0.856,75.0,0,0,67.47,parking_access_score,67.47,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
112,CNV-INT-0370,JONES AVE / W 16TH ST,Mahon,421.0,0.518,0.0,0,4,67.43,parking_access_score,67.43,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
113,CNV-INT-0411,JONES AVE / W 21ST ST,Mahon,407.0,0.504,0.0,0,0,67.38,parking_access_score,67.38,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
114,CNV-INT-0403,JONES AVE / W 20TH ST,Mahon,407.0,0.509,0.0,0,0,67.14,parking_access_score,67.14,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
115,CNV-INT-0283,E 6TH ST / LONSDALE AVE / W 6TH ST,Lower Lonsdale,483.0,0.835,98.0,0,0,67.13,parking_access_score,67.13,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
116,CNV-INT-0295,CHESTERFIELD AVE / W 6TH ST,Lower Lonsdale,540.0,0.849,75.0,0,0,67.1,parking_access_score,67.1,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
117,CNV-INT-0082,E 3RD ST / ST. ANDREWS AVE,Lower Lonsdale,583.0,0.856,52.0,0,1,66.93,parking_access_score,66.93,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
118,CNV-INT-0368,JONES AVE / W 15TH ST,Mahon,406.0,0.524,0.0,0,3,66.29,parking_access_score,66.29,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
119,CNV-INT-0378,MAHON AVE / W 13TH ST,Central Lonsdale,556.0,0.64,0.0,0,0,66.14,parking_access_score,66.14,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
120,CNV-INT-0203,E 17TH ST / ST. ANDREWS AVE,Central Lonsdale,417.0,0.855,591.0,0,0,66.11,parking_access_score,66.11,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
121,CNV-INT-0277,CHESTERFIELD AVE / W ESPLANADE,Lower Lonsdale,197.0,0.79,897.0,4,40,66.02,parking_access_score,66.02,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
122,CNV-INT-0299,MAHON AVE / W 3RD ST,Lower Lonsdale,394.0,0.785,21.0,1,2,65.79,parking_access_score,65.79,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
123,CNV-INT-0214,E 21ST ST / ST. ANDREWS AVE,Central Lonsdale,392.0,0.77,9.0,0,0,65.57,parking_access_score,65.57,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
124,CNV-INT-0413,JONES AVE / W 22ND ST,Mahon,365.0,0.519,0.0,0,0,65.19,parking_access_score,65.19,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
125,CNV-INT-0259,E 1ST ST / ST. GEORGES AVE,Lower Lonsdale,391.0,0.841,470.0,7,15,65.11,parking_access_score,65.11,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
126,CNV-INT-0313,MAHON AVE / W KEITH RD,Lower Lonsdale,570.0,0.664,0.0,0,0,65.11,parking_access_score,65.11,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
127,CNV-INT-0211,E 20TH ST / ST. ANDREWS AVE,Central Lonsdale,449.0,0.815,9.0,0,0,64.96,parking_access_score,64.96,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
128,CNV-INT-0078,E 4TH ST / ST. DAVIDS AVE,Moodyville,545.0,0.657,0.0,0,0,64.84,parking_access_score,64.84,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
129,CNV-INT-0028,E 4TH ST / MOODY AVE,Moodyville,410.0,0.577,0.0,0,0,64.81,parking_access_score,64.81,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
130,CNV-INT-0067,E 1ST ST / E ST. DAVIDS AVE / ST. DAVIDS AVE,Lower Lonsdale,411.0,0.582,0.0,0,0,64.66,parking_access_score,64.66,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
131,CNV-INT-0366,JONES AVE / W KEITH RD,Lower Lonsdale,442.0,0.62,0.0,0,0,64.55,parking_access_score,64.55,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
132,CNV-INT-0270,E 1ST ST / LONSDALE AVE / W 1ST ST,Lower Lonsdale,369.0,0.882,928.0,12,47,64.31,parking_access_score,64.31,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
133,CNV-INT-0047,E 5TH ST / RIDGEWAY AVE,Moodyville,257.0,0.491,0.0,0,0,64.27,parking_access_score,64.27,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
134,CNV-INT-0077,E 2ND ST / ST. ANDREWS AVE,Lower Lonsdale,533.0,0.882,52.0,1,1,64.17,parking_access_score,64.17,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
135,CNV-INT-0417,JONES AVE,Mahon,306.0,0.518,0.0,0,0,64.17,parking_access_score,64.17,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
136,CNV-INT-0276,CARRIE CATES CRT / CHESTERFIELD AVE / CHESTERFIELD PL,Lower Lonsdale,74.0,0.747,885.0,3,33,64.16,parking_access_score,64.16,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
137,CNV-INT-0367,JONES AVE / W 14TH ST,Mahon,421.0,0.618,0.0,0,0,64.02,parking_access_score,64.02,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
138,CNV-INT-0414,MAHON AVE / W 23RD ST,Mahon,359.0,0.542,0.0,0,0,64.02,parking_access_score,64.02,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
139,CNV-INT-0185,E 14TH ST / RIDGEWAY AVE,Central Lonsdale,23.0,0.632,74.0,1,3,63.85,parking_access_score,63.85,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
140,CNV-INT-0415,JONES AVE / LARSON CRES / W 23RD ST,Mahon,238.0,0.494,0.0,0,0,63.63,parking_access_score,63.63,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
141,CNV-INT-0375,W 13TH ST / W KEITH RD,Lower Lonsdale,513.0,0.661,0.0,0,0,63.6,parking_access_score,63.6,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
142,CNV-INT-0416,MAHON AVE / W 24TH ST,Mahon,206.0,0.478,0.0,0,0,63.26,parking_access_score,63.26,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
143,CNV-INT-0103,E 8TH ST / E 9TH ST,Central Lonsdale,483.0,0.666,0.0,0,1,62.74,parking_access_score,62.74,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
144,CNV-INT-0291,MAHON AVE / W 2ND ST,Lower Lonsdale,328.0,0.806,47.0,4,4,62.6,parking_access_score,62.6,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
145,CNV-INT-0278,SEMISCH AVE / W ESPLANADE,Lower Lonsdale,201.0,0.816,497.0,4,11,62.54,parking_access_score,62.54,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
146,CNV-INT-0026,E 3RD ST / QUEENSBURY AVE,Moodyville,265.0,0.545,0.0,0,0,62.17,parking_access_score,62.17,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
147,CNV-INT-0420,JONES AVE / W 24TH ST,Mahon,129.0,0.49,0.0,0,0,61.41,parking_access_score,61.41,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
148,CNV-INT-0066,E 1ST ST / E ST. DAVIDS AVE,Lower Lonsdale,352.0,0.631,0.0,0,0,60.95,parking_access_score,60.95,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
149,CNV-INT-0271,ROGERS AVE / W ESPLANADE,Lower Lonsdale,187.0,0.881,949.0,6,53,60.62,parking_access_score,60.62,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
150,CNV-INT-0076,E 3RD ST / ST. PATRICKS AVE,Lower Lonsdale,602.0,0.752,0.0,0,0,60.58,parking_access_score,60.58,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
151,CNV-INT-0074,E 2ND ST / ST. PATRICKS AVE,Lower Lonsdale,606.0,0.763,0.0,1,2,60.43,parking_access_score,60.43,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
152,CNV-INT-0196,E 15TH ST / RIDGEWAY AVE,Central Lonsdale,33.0,0.701,74.0,0,0,60.32,parking_access_score,60.32,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
153,CNV-INT-0470,CHESTERFIELD AVE / W 24TH ST,Central Lonsdale,173.0,0.541,0.0,0,0,60.13,parking_access_score,60.13,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
154,CNV-INT-0373,JONES AVE / W 6TH ST,Lower Lonsdale,418.0,0.688,0.0,0,0,60.06,parking_access_score,60.06,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
155,CNV-INT-0228,LONSDALE AVE / UPPER LEVELS HWY,Central Lonsdale,69.0,0.396,0.0,0,0,59.87,parking_access_score,59.87,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
156,CNV-INT-0114,E 11TH ST / RIDGEWAY AVE,Central Lonsdale,67.0,0.745,74.0,0,0,59.85,parking_access_score,59.85,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
157,CNV-INT-0289,MAHON AVE / W 1ST ST,Lower Lonsdale,220.0,0.854,169.0,4,4,59.84,parking_access_score,59.84,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
158,CNV-INT-0075,E 1ST ST / ST. ANDREWS AVE,Lower Lonsdale,389.0,0.882,52.0,3,2,59.79,parking_access_score,59.79,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
159,CNV-INT-0293,CHESTERFIELD AVE / W 5TH ST,Lower Lonsdale,637.0,0.796,0.0,0,0,59.47,parking_access_score,59.47,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
160,CNV-INT-0079,E 4TH ST / ST. PATRICKS AVE,Lower Lonsdale,444.0,0.712,0.0,0,0,59.43,parking_access_score,59.43,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
161,CNV-INT-0274,CARRIE CATES CRT / ROGERS AVE,Lower Lonsdale,48.0,0.801,897.0,3,46,59.43,parking_access_score,59.43,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
162,CNV-INT-0471,UPPER LEVELS HWY / UPPER LEVELS RAMP,Westview,71.0,0.436,0.0,0,0,59.34,parking_access_score,59.34,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
163,CNV-INT-0474,MAHON AVE / W 25TH ST,Westview,71.0,0.436,0.0,0,0,59.34,parking_access_score,59.34,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
164,CNV-INT-0371,FORBES AVE / W 16TH ST,Mahon,89.0,0.504,0.0,0,4,59.28,parking_access_score,59.28,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
165,CNV-INT-0266,E ESPLANADE / LONSDALE AVE / W ESPLANADE,Lower Lonsdale,214.0,0.932,928.0,8,44,59.25,parking_access_score,59.25,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
166,CNV-INT-0263,E ESPLANADE / ST. GEORGES AVE,Lower Lonsdale,262.0,0.923,567.0,5,15,59.18,parking_access_score,59.18,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
167,CNV-INT-0418,LARSON CRES / LARSON RD,Mahon,104.0,0.521,0.0,0,0,59.06,parking_access_score,59.06,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
168,CNV-INT-0369,FORBES AVE / W 15TH ST,Mahon,60.0,0.434,0.0,0,4,58.87,parking_access_score,58.87,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
169,CNV-INT-0250,E 25TH ST / LONSDALE AVE / W 25TH ST,Central Lonsdale,43.0,0.165,0.0,0,0,58.84,parking_access_score,58.84,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
170,CNV-INT-0310,MAHON AVE / W 6TH ST,Lower Lonsdale,415.0,0.705,0.0,0,0,58.69,parking_access_score,58.69,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
171,CNV-INT-0475,JONES AVE / W 25TH ST,Westview,44.0,0.3,0.0,0,0,58.64,parking_access_score,58.64,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
172,CNV-INT-0337,MAHON AVE / W 6TH ST,Lower Lonsdale,428.0,0.718,0.0,0,0,58.52,parking_access_score,58.52,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
173,CNV-INT-0031,E 5TH ST / MOODY AVE,Moodyville,276.0,0.65,0.0,0,0,58.37,parking_access_score,58.37,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
174,CNV-INT-0269,CARRIE CATES CRT / MUSEUM MUSE,Lower Lonsdale,55.0,0.835,949.0,3,47,58.3,parking_access_score,58.3,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
175,CNV-INT-0065,ALDER ST / E ST. DAVIDS AVE,Lower Lonsdale,278.0,0.654,0.0,0,0,58.27,parking_access_score,58.27,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
176,CNV-INT-0107,E 9TH ST / ST. ANDREWS AVE,Central Lonsdale,383.0,0.696,0.0,0,0,58.16,parking_access_score,58.16,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
177,CNV-INT-0311,MAHON AVE / W 6TH ST,Lower Lonsdale,402.0,0.705,0.0,0,0,58.16,parking_access_score,58.16,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
178,CNV-INT-0248,E 25TH ST,Tempe,60.0,0.484,0.0,1,1,58.06,parking_access_score,58.06,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
179,CNV-INT-0029,E 4TH ST / QUEENSBURY AVE,Moodyville,232.0,0.637,0.0,0,0,58.01,parking_access_score,58.01,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
180,CNV-INT-0227,UPPER LEVELS HWY / UPPER LEVELS RAMP,Grand Boulevard,37.0,0.326,0.0,0,1,57.92,parking_access_score,57.92,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
181,CNV-INT-0244,E 25TH ST / ST. ANDREWS AVE,Tempe,37.0,0.326,0.0,0,1,57.92,parking_access_score,57.92,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
182,CNV-INT-0176,E 23RD ST / RIDGEWAY AVE,Grand Boulevard,37.0,0.326,0.0,0,0,57.92,parking_access_score,57.92,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
183,CNV-INT-0069,E ESPLANADE / LOW LEVEL RD,Lower Lonsdale,231.0,0.921,452.0,3,2,57.78,parking_access_score,57.78,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
184,CNV-INT-0307,MAHON AVE / W 5TH ST,Squamish Nation (Mission IR 1),397.0,0.71,0.0,0,0,57.69,parking_access_score,57.69,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
185,CNV-INT-0104,E 8TH ST / ST. ANDREWS AVE,Central Lonsdale,326.0,0.672,0.0,0,0,57.67,parking_access_score,57.67,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
186,CNV-INT-0438,FIR ST / LARSON RD / WESTVIEW DR,Mahon,39.0,0.42,0.0,0,0,57.62,parking_access_score,57.62,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
187,CNV-INT-0020,E 4TH ST / SUTHERLAND AVE,Moodyville,111.0,0.578,0.0,0,0,57.56,parking_access_score,57.56,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
188,CNV-INT-0419,LARSON RD / W 23RD ST,Mahon,23.0,0.181,0.0,0,0,57.53,parking_access_score,57.53,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
189,CNV-INT-0437,FIR ST / WOLFE ST,Mahon,35.0,0.413,0.0,0,0,57.31,parking_access_score,57.31,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
190,CNV-INT-0264,VICTORY SHIP WAY / WALLACE MEWS,Lower Lonsdale,149.0,0.937,902.0,4,15,57.31,parking_access_score,57.31,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
191,CNV-INT-0353,FORBES AVE / W KEITH RD,Marine-Hamilton,15.0,0.204,0.0,0,0,57.22,parking_access_score,57.22,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
192,CNV-INT-0267,LONSDALE AVE / VICTORY SHIP WAY,Lower Lonsdale,119.0,0.929,928.0,6,45,57.2,parking_access_score,57.2,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
193,CNV-INT-0336,W 5TH ST / W 6TH ST,Lower Lonsdale,41.0,0.463,0.0,0,0,57.14,parking_access_score,57.14,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
194,CNV-INT-0265,VICTORY SHIP WAY / WALLACE MEWS,Lower Lonsdale,123.0,0.934,928.0,6,40,57.1,parking_access_score,57.1,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
195,CNV-INT-0098,E 9TH ST / RIDGEWAY AVE,Central Lonsdale,56.0,0.511,0.0,0,0,56.85,parking_access_score,56.85,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
196,CNV-INT-0249,E 25TH ST / ST. GEORGES AVE,Tempe,65.0,0.528,0.0,1,1,56.66,parking_access_score,56.66,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
197,CNV-INT-0224,E 24TH ST / ST. ANDREWS AVE,Central Lonsdale,107.0,0.597,0.0,1,1,56.63,parking_access_score,56.63,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
198,CNV-INT-0032,E 5TH ST / QUEENSBURY AVE,Moodyville,162.0,0.636,0.0,0,0,56.54,parking_access_score,56.54,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
199,CNV-INT-0262,ST. GEORGES AVE / VICTORY SHIP WAY,Lower Lonsdale,153.0,0.945,648.0,4,12,56.39,parking_access_score,56.39,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
200,CNV-INT-0220,E 23RD ST / ST. ANDREWS AVE,Grand Boulevard,218.0,0.658,0.0,1,1,56.29,parking_access_score,56.29,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
201,CNV-INT-0080,E 5TH ST / ST. DAVIDS AVE,Moodyville,274.0,0.694,0.0,0,0,56.15,parking_access_score,56.15,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
202,CNV-INT-0436,W 17TH ST / WOLFE ST,Mahon,73.0,0.562,0.0,0,0,56.11,parking_access_score,56.11,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
203,CNV-INT-0100,E KEITH RD / ST. ANDREWS AVE,Central Lonsdale,303.0,0.7,0.0,0,0,56.08,parking_access_score,56.08,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
204,CNV-INT-0296,FORBES AVE / W 1ST ST,Squamish Nation (Mission IR 1),129.0,0.846,47.0,3,2,56.07,parking_access_score,56.07,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
205,CNV-INT-0268,CARRIE CATES CRT / LONSDALE AVE,Lower Lonsdale,83.0,0.917,928.0,4,45,56.06,parking_access_score,56.06,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
206,CNV-INT-0356,FORBES AVE / W 14TH ST,Mahon,59.0,0.542,0.0,0,0,55.61,parking_access_score,55.61,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
207,CNV-INT-0472,UPPER LEVELS RAMP / W 25TH ST,Westview,24.0,0.503,0.0,0,0,55.44,parking_access_score,55.44,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
208,CNV-INT-0049,E 6TH ST / RIDGEWAY AVE,Moodyville,95.0,0.619,0.0,0,0,55.34,parking_access_score,55.34,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
209,CNV-INT-0180,E 12TH ST / RIDGEWAY AVE,Central Lonsdale,104.0,0.871,74.0,0,1,54.48,parking_access_score,54.48,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
210,CNV-INT-0086,E 5TH ST / ST. GEORGES AVE,Lower Lonsdale,553.0,0.837,0.0,0,1,54.36,parking_access_score,54.36,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
211,CNV-INT-0033,E 5TH ST / SUTHERLAND AVE,Moodyville,80.0,0.626,0.0,0,0,54.29,parking_access_score,54.29,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
212,CNV-INT-0258,E ESPLANADE / ST. ANDREWS AVE,Lower Lonsdale,232.0,0.969,52.0,3,2,54.16,parking_access_score,54.16,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
213,CNV-INT-0083,E 4TH ST / ST. ANDREWS AVE,Lower Lonsdale,580.0,0.856,0.0,0,0,53.84,parking_access_score,53.84,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
214,CNV-INT-0087,E KEITH RD / ST. ANDREWS AVE,Lower Lonsdale,361.0,0.751,0.0,0,0,53.83,parking_access_score,53.83,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
215,CNV-INT-0473,CHESTERFIELD AVE / W 25TH ST,Westview,53.0,0.582,0.0,0,0,53.79,parking_access_score,53.79,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
216,CNV-INT-0285,MAHON AVE / W ESPLANADE,Lower Lonsdale,124.0,0.99,169.0,4,2,53.71,parking_access_score,53.71,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
217,CNV-INT-0089,E KEITH RD / ST. DAVIDS AVE,Central Lonsdale,273.0,0.738,0.0,0,0,53.03,parking_access_score,53.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
218,CNV-INT-0288,FORBES AVE / W ESPLANADE,Squamish Nation (Mission IR 1),104.0,1.015,169.0,2,2,52.81,parking_access_score,52.81,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
219,CNV-INT-0035,E 6TH ST / QUEENSBURY AVE,Moodyville,108.0,0.676,0.0,0,0,52.69,parking_access_score,52.69,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
220,CNV-INT-0169,E 20TH ST / RIDGEWAY AVE,Grand Boulevard,85.0,0.659,0.0,0,0,52.52,parking_access_score,52.52,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
