rank,intersection_id,street_names,neighbourhood,road_hierarchy_score,transit_score,pedestrian_proxy_score,parking_access_score,intersection_prominence_score,public_space_composite,components_available,composite_rank,safety_score,collision_count,collision_data_available,nearest_traffic_volume,traffic_volume_available,metric,value,source,methodology_note
107,CNV-INT-0312,CHESTERFIELD AVE / W 8TH ST,Central Lonsdale,52.09,42.21,77.83,82.92,56.34,62.28,5,107.0,,,False,,False,public_space_composite,62.28,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
108,CNV-INT-0409,CHESTERFIELD AVE / W 23RD ST,Central Lonsdale,52.09,53.87,63.01,74.93,66.34,62.05,5,108.0,20.99,20.0,True,,False,public_space_composite,62.05,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
109,CNV-INT-0285,MAHON AVE / W ESPLANADE,Lower Lonsdale,87.48,54.26,66.93,53.71,47.83,62.04,5,109.0,35.11,10.0,True,,False,public_space_composite,62.04,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
110,CNV-INT-0370,JONES AVE / W 16TH ST,Mahon,68.69,61.57,55.85,67.43,56.34,61.98,5,110.0,,,False,,False,public_space_composite,61.98,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
111,CNV-INT-0408,CHESTERFIELD AVE / W 22ND ST,Central Lonsdale,52.09,66.63,65.8,77.1,47.77,61.88,5,111.0,41.98,7.0,True,,False,public_space_composite,61.88,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
112,CNV-INT-0213,E 21ST ST / ST. GEORGES AVE,Central Lonsdale,52.09,53.87,73.71,71.31,56.34,61.46,5,112.0,18.13,23.0,True,,False,public_space_composite,61.46,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
113,CNV-INT-0393,MAHON AVE / W 17TH ST,Central Lonsdale,68.69,48.83,58.77,74.56,56.34,61.44,5,113.0,56.3,4.0,True,,False,public_space_composite,61.44,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
114,CNV-INT-0288,FORBES AVE / W ESPLANADE,Squamish Nation (Mission IR 1),87.48,54.26,64.76,52.81,47.83,61.43,5,114.0,,,False,,False,public_space_composite,61.43,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
115,CNV-INT-0341,MISSION RD / W 3RD ST,Squamish Nation (Mission IR 1),87.48,75.49,48.27,29.03,66.34,61.32,5,115.0,26.91,15.0,True,,False,public_space_composite,61.32,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
116,CNV-INT-0070,E 3RD ST / ST. DAVIDS AVE,Moodyville,52.09,53.27,62.41,70.84,66.34,60.99,5,116.0,37.02,9.0,True,,False,public_space_composite,60.99,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
117,CNV-INT-0354,DELBRUCK AVE / W KEITH RD,Marine-Hamilton,87.48,85.26,49.14,44.91,37.77,60.91,5,117.0,46.37,6.0,True,1084.0,True,public_space_composite,60.91,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
118,CNV-INT-0286,SEMISCH AVE / W 1ST ST,Lower Lonsdale,22.07,87.62,86.07,70.95,37.77,60.9,5,118.0,41.98,7.0,True,,False,public_space_composite,60.9,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
119,CNV-INT-0428,MACKAY AVE / MARINE DR,Marine-Hamilton,87.48,85.63,63.55,29.03,37.77,60.69,5,119.0,3.63,69.0,True,,False,public_space_composite,60.69,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
120,CNV-INT-0203,E 17TH ST / ST. ANDREWS AVE,Central Lonsdale,68.69,52.76,59.51,66.11,56.34,60.68,5,120.0,46.37,6.0,True,,False,public_space_composite,60.68,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
121,CNV-INT-0431,HAMILTON AVE / TOBRUCK AVE,Marine-Hamilton,68.69,86.11,71.25,29.03,47.83,60.58,5,121.0,72.33,2.0,True,,False,public_space_composite,60.58,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
122,CNV-INT-0392,MAHON AVE / W 16TH ST,Central Lonsdale,22.07,69.29,66.89,87.24,56.34,60.37,5,122.0,72.33,2.0,True,,False,public_space_composite,60.37,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
123,CNV-INT-0131,E 13TH ST / E GRAND BLVD,Grand Boulevard,87.48,86.2,41.84,29.03,56.34,60.18,5,123.0,,,False,,False,public_space_composite,60.18,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
124,CNV-INT-0263,E ESPLANADE / ST. GEORGES AVE,Lower Lonsdale,87.48,12.76,64.85,59.18,76.4,60.13,5,124.0,17.37,24.0,True,,False,public_space_composite,60.13,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
125,CNV-INT-0215,E 21ST ST / EASTERN AVE,Central Lonsdale,22.07,87.18,78.47,75.06,37.77,60.11,5,125.0,,,False,,False,public_space_composite,60.11,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
126,CNV-INT-0137,E 15TH ST / W GRAND BLVD,Grand Boulevard,68.69,94.52,51.82,29.03,56.34,60.08,5,126.0,,,False,,False,public_space_composite,60.08,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
127,CNV-INT-0422,FELL AVE / W 15TH ST,Marine-Hamilton,52.09,93.71,75.87,40.47,37.77,59.98,5,127.0,37.02,9.0,True,613.0,True,public_space_composite,59.98,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
128,CNV-INT-0490,UPPER LEVELS HWY / WESTVIEW DR,Westview,99.4,52.54,51.73,29.03,66.34,59.81,5,128.0,,,False,,False,public_space_composite,59.81,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
129,CNV-INT-0410,W 23RD ST / WESTERN AVE,Central Lonsdale,52.09,66.63,68.9,73.65,37.77,59.81,5,128.0,63.36,3.0,True,,False,public_space_composite,59.81,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
130,CNV-INT-0289,MAHON AVE / W 1ST ST,Lower Lonsdale,22.07,79.8,80.3,59.84,56.34,59.67,5,130.0,38.55,8.0,True,,False,public_space_composite,59.67,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
131,CNV-INT-0194,E 16TH ST / ST. ANDREWS AVE,Central Lonsdale,22.07,76.18,71.52,72.2,56.34,59.66,5,131.0,88.93,1.0,True,,False,public_space_composite,59.66,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
132,CNV-INT-0305,W KEITH RD / W VICTORIA PARK AVE,Lower Lonsdale,52.09,59.59,81.02,76.43,29.13,59.65,5,132.0,,,False,,False,public_space_composite,59.65,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
133,CNV-INT-0181,E 13TH ST / RIDGEWAY AVE,Central Lonsdale,52.09,52.76,53.88,72.36,66.34,59.49,5,133.0,50.38,5.0,True,,False,public_space_composite,59.49,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
134,CNV-INT-0164,BOULEVARD CRES / E 19TH ST / E GRAND BLVD,Grand Boulevard,87.48,66.6,38.16,29.03,75.96,59.45,5,134.0,,,False,,False,public_space_composite,59.45,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
135,CNV-INT-0117,E 10TH ST / ST. GEORGES AVE,Central Lonsdale,52.09,32.74,69.17,76.52,66.34,59.37,5,135.0,72.33,2.0,True,,False,public_space_composite,59.37,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
136,CNV-INT-0035,E 6TH ST / QUEENSBURY AVE,Moodyville,52.09,68.24,58.64,52.69,65.04,59.34,5,136.0,72.33,2.0,True,,False,public_space_composite,59.34,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
137,CNV-INT-0061,E 9TH ST / E GRAND BLVD,Grand Boulevard,87.48,74.39,39.42,29.03,66.34,59.33,5,137.0,,,False,,False,public_space_composite,59.33,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
138,CNV-INT-0026,E 3RD ST / QUEENSBURY AVE,Moodyville,87.48,60.61,29.87,62.17,56.48,59.32,5,138.0,22.14,19.0,True,,False,public_space_composite,59.32,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
139,CNV-INT-0275,CHADWICK CRT / CHESTERFIELD PL,Lower Lonsdale,22.07,97.5,74.78,74.77,27.15,59.25,5,139.0,56.3,4.0,True,,False,public_space_composite,59.25,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
140,CNV-INT-0204,E 18TH ST / ST. GEORGES AVE,Central Lonsdale,52.09,40.17,73.08,73.76,56.34,59.09,5,140.0,41.98,7.0,True,,False,public_space_composite,59.09,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
141,CNV-INT-0059,E 8TH ST / E GRAND BLVD,Grand Boulevard,87.48,89.43,51.65,29.03,37.77,59.07,5,141.0,,,False,,False,public_space_composite,59.07,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
142,CNV-INT-0396,CHESTERFIELD AVE / W 20TH ST,Central Lonsdale,52.09,54.19,65.04,75.78,47.77,58.97,5,142.0,46.37,6.0,True,,False,public_space_composite,58.97,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
143,CNV-INT-0253,E 26TH ST / LONSDALE AVE,Central Lonsdale,87.48,65.83,64.36,29.03,47.83,58.91,5,143.0,35.11,10.0,True,,False,public_space_composite,58.91,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
144,CNV-INT-0025,E 3RD ST / MOODY AVE,Moodyville,52.09,61.43,45.99,68.65,66.34,58.9,5,144.0,28.44,14.0,True,,False,public_space_composite,58.9,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
145,CNV-INT-0259,E 1ST ST / ST. GEORGES AVE,Lower Lonsdale,52.09,35.62,75.2,65.11,66.34,58.87,5,145.0,23.47,18.0,True,,False,public_space_composite,58.87,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
146,CNV-INT-0434,BEWICKE AVE / LARSON RD,Mahon,87.48,44.74,48.35,47.2,66.34,58.82,5,146.0,,,False,,False,public_space_composite,58.82,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
147,CNV-INT-0105,E KEITH RD / E VICTORIA PARK AVE,Lower Lonsdale,52.09,73.68,75.83,73.34,18.51,58.69,5,147.0,,,False,,False,public_space_composite,58.69,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
148,CNV-INT-0148,E 17TH ST / W GRAND BLVD,Grand Boulevard,68.69,89.45,49.37,29.03,56.34,58.58,5,148.0,,,False,,False,public_space_composite,58.58,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
149,CNV-INT-0300,MAHON AVE / W 4TH ST,Lower Lonsdale,22.07,75.48,69.8,67.93,56.34,58.32,5,149.0,,,False,,False,public_space_composite,58.32,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
150,CNV-INT-0186,E 15TH ST / MOODY AVE,Grand Boulevard,68.69,84.66,51.96,29.03,56.34,58.14,5,150.0,88.93,1.0,True,,False,public_space_composite,58.14,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
151,CNV-INT-0440,HAMILTON AVE / W 17TH ST,Marine-Hamilton,68.69,77.42,67.13,29.03,47.83,58.02,5,151.0,,,False,,False,public_space_composite,58.02,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
152,CNV-INT-0101,E KEITH RD / ST. GEORGES AVE,Lower Lonsdale,52.09,45.15,63.57,72.35,56.34,57.9,5,152.0,14.31,28.0,True,,False,public_space_composite,57.9,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
153,CNV-INT-0160,E 19TH ST / QUEENSBURY AVE / W GRAND BLVD,Grand Boulevard,68.69,66.6,39.38,29.03,85.35,57.81,5,153.0,,,False,,False,public_space_composite,57.81,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
154,CNV-INT-0139,E 16TH ST / E GRAND BLVD,Grand Boulevard,87.48,87.49,46.83,29.03,37.77,57.72,5,154.0,,,False,,False,public_space_composite,57.72,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
155,CNV-INT-0284,E KEITH RD / E VICTORIA PARK AVE,Lower Lonsdale,52.09,73.68,71.55,72.08,18.51,57.58,5,155.0,,,False,,False,public_space_composite,57.58,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
156,CNV-INT-0001,BROOKSBANK AVE / COTTON RD,Moodyville,87.48,56.75,37.43,29.03,76.4,57.42,5,156.0,2.86,74.0,True,,False,public_space_composite,57.42,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
157,CNV-INT-0382,W 12TH ST / W 8TH ST,Central Lonsdale,22.07,63.27,82.61,90.67,27.15,57.15,5,157.0,,,False,,False,public_space_composite,57.15,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
158,CNV-INT-0132,E 13TH ST / W GRAND BLVD,Grand Boulevard,68.69,86.2,45.42,29.03,56.34,57.14,5,158.0,,,False,,False,public_space_composite,57.14,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
159,CNV-INT-0293,CHESTERFIELD AVE / W 5TH ST,Lower Lonsdale,52.09,42.55,75.0,59.47,56.34,57.09,5,159.0,50.38,5.0,True,,False,public_space_composite,57.09,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
160,CNV-INT-0051,E 7TH ST / QUEENSBURY AVE,Moodyville,52.09,78.98,60.0,29.03,65.04,57.03,5,160.0,41.98,7.0,True,,False,public_space_composite,57.03,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
161,CNV-INT-0102,E KEITH RD / ST. GEORGES AVE,Lower Lonsdale,52.09,45.15,63.31,68.07,56.34,56.99,5,161.0,,,False,,False,public_space_composite,56.99,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
162,CNV-INT-0303,W KEITH RD / W VICTORIA PARK AVE,Lower Lonsdale,52.09,63.73,77.99,72.35,18.51,56.93,5,162.0,88.93,1.0,True,,False,public_space_composite,56.93,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
163,CNV-INT-0064,E 11TH ST / E GRAND BLVD,Grand Boulevard,87.48,66.49,34.48,29.03,66.34,56.76,5,163.0,,,False,,False,public_space_composite,56.76,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
164,CNV-INT-0086,E 5TH ST / ST. GEORGES AVE,Lower Lonsdale,52.09,43.56,67.14,54.36,66.34,56.7,5,164.0,38.55,8.0,True,,False,public_space_composite,56.7,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
165,CNV-INT-0100,E KEITH RD / ST. ANDREWS AVE,Central Lonsdale,52.09,47.3,61.21,56.08,66.34,56.6,5,165.0,,,False,,False,public_space_composite,56.6,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
166,CNV-INT-0435,LARSON RD / W 17TH ST,Mahon,87.48,49.06,47.44,51.15,47.77,56.58,5,166.0,,,False,,False,public_space_composite,56.58,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
167,CNV-INT-0185,E 14TH ST / RIDGEWAY AVE,Central Lonsdale,22.07,76.03,64.3,63.85,56.34,56.52,5,167.0,88.93,1.0,True,,False,public_space_composite,56.52,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
168,CNV-INT-0217,E 22ND ST / EASTERN AVE,Central Lonsdale,22.07,77.27,73.51,71.92,37.77,56.51,5,168.0,88.93,1.0,True,,False,public_space_composite,56.51,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
169,CNV-INT-0415,JONES AVE / LARSON CRES / W 23RD ST,Mahon,68.69,24.72,39.36,63.63,85.35,56.35,5,169.0,16.6,25.0,True,,False,public_space_composite,56.35,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
170,CNV-INT-0195,E 14TH ST / ST. ANDREWS AVE,Central Lonsdale,22.07,76.18,69.63,76.04,37.77,56.34,5,170.0,,,False,,False,public_space_composite,56.34,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
171,CNV-INT-0087,E KEITH RD / ST. ANDREWS AVE,Lower Lonsdale,52.09,47.3,62.02,53.83,66.34,56.32,5,171.0,13.36,29.0,True,,False,public_space_composite,56.32,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
172,CNV-INT-0076,E 3RD ST / ST. PATRICKS AVE,Lower Lonsdale,52.09,46.7,65.6,60.58,56.34,56.26,5,172.0,56.3,4.0,True,,False,public_space_composite,56.26,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
173,CNV-INT-0094,E 8TH ST / W GRAND BLVD,Grand Boulevard,68.69,87.97,57.12,29.03,37.77,56.12,5,173.0,,,False,,False,public_space_composite,56.12,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
174,CNV-INT-0446,W 19TH ST / WESTVIEW DR,Mahon,87.48,56.24,41.21,29.03,66.34,56.06,5,174.0,35.11,10.0,True,725.0,True,public_space_composite,56.06,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
